
SetupTitle, Bias Stress 4V LIN
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 1
TestParameter, Measurement.Ag16440ASelector.SemiconductorRelay.Channel1, DEFAULT
TestParameter, Measurement.Ag16440ASelector.SemiconductorRelay.Channel3, DEFAULT
TestParameter, Function.User.Name, absIdStress, absIgStress
TestParameter, Function.User.Unit, A, A
TestParameter, Function.User.Definition, abs(IdrainStress), abs(IgateStress)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.XAxis.Data, Time
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, StressInterval
TestParameter, Output.Graph.YAxis.Data, absIdStress
TestParameter, Output.Graph.YAxis.Scale, Log
TestParameter, Output.Graph.YAxis.Bottom, 1E-12
TestParameter, Output.Graph.YAxis.Top, IdMax
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.List.Data, VgateStress, Time, IgateStress, IdrainStress
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
TestParameter, Measurement.Sampling.StopCondition.Enabled, false
TestParameter, Measurement.Sampling.StopCondition.EnableDelay, 0
TestParameter, Measurement.Sampling.StopCondition.Name, 
TestParameter, Measurement.Sampling.StopCondition.Threshold, 0
TestParameter, Measurement.Sampling.StopCondition.Event, Val > Th
TestParameter, Measurement.Sampling.StopCondition.EventCount, 1
MetaData, TestRecord.EntryPoint, false
MetaData, TestRecord.RecordTime, 06/16/2015 17:55:33
MetaData, TestRecord.TestTarget, ITO_1-1_pbs_01
MetaData, TestRecord.IterationIndex, 2
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 0bc0f763-d385-4dcc-ac3e-987c5147f009
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Time
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, s
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 100.00000000000001
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absIdStress
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-12
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.01
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VgateStress, Time, IgateStress, IdrainStress
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, s, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V-t Sampling
Dimension1, 101, 101, 101, 101, 101, 101
Dimension2, 1, 1, 1, 1, 1, 1
DataName, VgateStress, Time, IgateStress, IdrainStress, absIdStress, absIgStress
DataValue, 4, 0, 1.0781299999999999E-08, -4.54371E-09, 4.54371E-09, 1.0781299999999999E-08
DataValue, 4, 1, 1.34003E-09, -1.21707E-09, 1.21707E-09, 1.34003E-09
DataValue, 4, 2, 8.4368700000000009E-10, -7.6507600000000008E-10, 7.6507600000000008E-10, 8.4368700000000009E-10
DataValue, 4, 3.0000000000000004, 6.4972700000000007E-10, -6.15633E-10, 6.15633E-10, 6.4972700000000007E-10
DataValue, 4, 4, 5.39066E-10, -5.12317E-10, 5.12317E-10, 5.39066E-10
DataValue, 4, 5, 4.69049E-10, -4.50502E-10, 4.50502E-10, 4.69049E-10
DataValue, 4, 6.0000000000000009, 4.20225E-10, -4.0538000000000005E-10, 4.0538000000000005E-10, 4.20225E-10
DataValue, 4, 7.0000000000000009, 3.8464800000000005E-10, -3.7627800000000005E-10, 3.7627800000000005E-10, 3.8464800000000005E-10
DataValue, 4, 8, 3.5717700000000003E-10, -3.4815700000000004E-10, 3.4815700000000004E-10, 3.5717700000000003E-10
DataValue, 4, 9, 3.3568300000000005E-10, -3.2717900000000004E-10, 3.2717900000000004E-10, 3.3568300000000005E-10
DataValue, 4, 10, 3.1750100000000005E-10, -3.0747700000000003E-10, 3.0747700000000003E-10, 3.1750100000000005E-10
DataValue, 4, 11.000000000000002, 3.02347E-10, -2.93229E-10, 2.93229E-10, 3.02347E-10
DataValue, 4, 12.000000000000002, 2.8981500000000005E-10, -2.8282300000000004E-10, 2.8282300000000004E-10, 2.8981500000000005E-10
DataValue, 4, 13.000000000000002, 2.78661E-10, -2.7394500000000003E-10, 2.7394500000000003E-10, 2.78661E-10
DataValue, 4, 14.000000000000002, 2.69189E-10, -2.60545E-10, 2.60545E-10, 2.69189E-10
DataValue, 4, 15.000000000000002, 2.6035700000000005E-10, -2.5321500000000004E-10, 2.5321500000000004E-10, 2.6035700000000005E-10
DataValue, 4, 16, 2.5307600000000004E-10, -2.46141E-10, 2.46141E-10, 2.5307600000000004E-10
DataValue, 4, 17, 2.46184E-10, -2.4422300000000004E-10, 2.4422300000000004E-10, 2.46184E-10
DataValue, 4, 18, 2.4002300000000004E-10, -2.3157100000000002E-10, 2.3157100000000002E-10, 2.4002300000000004E-10
DataValue, 4, 19, 2.34066E-10, -2.2757900000000002E-10, 2.2757900000000002E-10, 2.34066E-10
DataValue, 4, 20, 2.2898100000000003E-10, -2.2291700000000002E-10, 2.2291700000000002E-10, 2.2898100000000003E-10
DataValue, 4, 21, 2.2438100000000001E-10, -2.2277200000000001E-10, 2.2277200000000001E-10, 2.2438100000000001E-10
DataValue, 4, 22.000000000000004, 2.2006400000000002E-10, -2.13551E-10, 2.13551E-10, 2.2006400000000002E-10
DataValue, 4, 23.000000000000004, 2.1584900000000003E-10, -2.10914E-10, 2.10914E-10, 2.1584900000000003E-10
DataValue, 4, 24.000000000000004, 2.1181400000000003E-10, -2.07693E-10, 2.07693E-10, 2.1181400000000003E-10
DataValue, 4, 25.000000000000004, 2.0823000000000001E-10, -2.0624200000000002E-10, 2.0624200000000002E-10, 2.0823000000000001E-10
DataValue, 4, 26.000000000000004, 2.0504900000000002E-10, -2.0379500000000002E-10, 2.0379500000000002E-10, 2.0504900000000002E-10
DataValue, 4, 27.000000000000004, 2.0158600000000002E-10, -1.9995000000000002E-10, 1.9995000000000002E-10, 2.0158600000000002E-10
DataValue, 4, 28.000000000000004, 1.98855E-10, -1.92898E-10, 1.92898E-10, 1.98855E-10
DataValue, 4, 29.000000000000004, 1.9597800000000001E-10, -1.91677E-10, 1.91677E-10, 1.9597800000000001E-10
DataValue, 4, 30.000000000000004, 1.9342400000000002E-10, -1.8982300000000002E-10, 1.8982300000000002E-10, 1.9342400000000002E-10
DataValue, 4, 31.000000000000004, 1.90834E-10, -1.84623E-10, 1.84623E-10, 1.90834E-10
DataValue, 4, 32, 1.88517E-10, -1.81745E-10, 1.81745E-10, 1.88517E-10
DataValue, 4, 33, 1.8619700000000001E-10, -1.8095700000000001E-10, 1.8095700000000001E-10, 1.8619700000000001E-10
DataValue, 4, 34, 1.8394000000000001E-10, -1.8036700000000002E-10, 1.8036700000000002E-10, 1.8394000000000001E-10
DataValue, 4, 35, 1.8191900000000002E-10, -1.80757E-10, 1.80757E-10, 1.8191900000000002E-10
DataValue, 4, 36, 1.80052E-10, -1.77605E-10, 1.77605E-10, 1.80052E-10
DataValue, 4, 37, 1.7796800000000002E-10, -1.72456E-10, 1.72456E-10, 1.7796800000000002E-10
DataValue, 4, 38, 1.7611000000000003E-10, -1.7549E-10, 1.7549E-10, 1.7611000000000003E-10
DataValue, 4, 39, 1.74421E-10, -1.73579E-10, 1.73579E-10, 1.74421E-10
DataValue, 4, 40, 1.72474E-10, -1.6843200000000002E-10, 1.6843200000000002E-10, 1.72474E-10
DataValue, 4, 41, 1.70822E-10, -1.6831700000000002E-10, 1.6831700000000002E-10, 1.70822E-10
DataValue, 4, 42, 1.69325E-10, -1.6848200000000001E-10, 1.6848200000000001E-10, 1.69325E-10
DataValue, 4, 43, 1.67755E-10, -1.68994E-10, 1.68994E-10, 1.67755E-10
DataValue, 4, 44.000000000000007, 1.66321E-10, -1.6729800000000002E-10, 1.6729800000000002E-10, 1.66321E-10
DataValue, 4, 45.000000000000007, 1.6486100000000002E-10, -1.6519200000000002E-10, 1.6519200000000002E-10, 1.6486100000000002E-10
DataValue, 4, 46.000000000000007, 1.63416E-10, -1.6125100000000002E-10, 1.6125100000000002E-10, 1.63416E-10
DataValue, 4, 47.000000000000007, 1.6214300000000002E-10, -1.6028400000000002E-10, 1.6028400000000002E-10, 1.6214300000000002E-10
DataValue, 4, 48.000000000000007, 1.60848E-10, -1.61665E-10, 1.61665E-10, 1.60848E-10
DataValue, 4, 49.000000000000007, 1.59631E-10, -1.5499200000000002E-10, 1.5499200000000002E-10, 1.59631E-10
DataValue, 4, 50.000000000000007, 1.5821300000000002E-10, -1.5590200000000002E-10, 1.5590200000000002E-10, 1.5821300000000002E-10
DataValue, 4, 51.000000000000007, 1.5696000000000002E-10, -1.5184400000000002E-10, 1.5184400000000002E-10, 1.5696000000000002E-10
DataValue, 4, 52.000000000000007, 1.5596200000000001E-10, -1.56777E-10, 1.56777E-10, 1.5596200000000001E-10
DataValue, 4, 53.000000000000007, 1.54963E-10, -1.52529E-10, 1.52529E-10, 1.54963E-10
DataValue, 4, 54.000000000000007, 1.53734E-10, -1.5355800000000002E-10, 1.5355800000000002E-10, 1.53734E-10
DataValue, 4, 55.000000000000007, 1.52631E-10, -1.5005300000000001E-10, 1.5005300000000001E-10, 1.52631E-10
DataValue, 4, 56.000000000000007, 1.51634E-10, -1.5541100000000002E-10, 1.5541100000000002E-10, 1.51634E-10
DataValue, 4, 57.000000000000007, 1.50773E-10, -1.49516E-10, 1.49516E-10, 1.50773E-10
DataValue, 4, 58.000000000000007, 1.49555E-10, -1.49741E-10, 1.49741E-10, 1.49555E-10
DataValue, 4, 59.000000000000007, 1.4848100000000002E-10, -1.4977900000000002E-10, 1.4977900000000002E-10, 1.4848100000000002E-10
DataValue, 4, 60.000000000000007, 1.47572E-10, -1.46244E-10, 1.46244E-10, 1.47572E-10
DataValue, 4, 61.000000000000007, 1.4657900000000002E-10, -1.4639900000000002E-10, 1.4639900000000002E-10, 1.4657900000000002E-10
DataValue, 4, 62.000000000000007, 1.4596E-10, -1.41952E-10, 1.41952E-10, 1.4596E-10
DataValue, 4, 63.000000000000007, 1.44951E-10, -1.41564E-10, 1.41564E-10, 1.44951E-10
DataValue, 4, 64, 1.44318E-10, -1.37414E-10, 1.37414E-10, 1.44318E-10
DataValue, 4, 65, 1.4366000000000002E-10, -1.3831700000000002E-10, 1.3831700000000002E-10, 1.4366000000000002E-10
DataValue, 4, 66, 1.42467E-10, -1.38831E-10, 1.38831E-10, 1.42467E-10
DataValue, 4, 67, 1.41944E-10, -1.3665300000000001E-10, 1.3665300000000001E-10, 1.41944E-10
DataValue, 4, 68, 1.4089300000000002E-10, -1.3618600000000001E-10, 1.3618600000000001E-10, 1.4089300000000002E-10
DataValue, 4, 69, 1.4028E-10, -1.38155E-10, 1.38155E-10, 1.4028E-10
DataValue, 4, 70, 1.39481E-10, -1.39629E-10, 1.39629E-10, 1.39481E-10
DataValue, 4, 71, 1.3878E-10, -1.3467E-10, 1.3467E-10, 1.3878E-10
DataValue, 4, 72, 1.37941E-10, -1.33564E-10, 1.33564E-10, 1.37941E-10
DataValue, 4, 73, 1.37403E-10, -1.34507E-10, 1.34507E-10, 1.37403E-10
DataValue, 4, 74, 1.36591E-10, -1.33967E-10, 1.33967E-10, 1.36591E-10
DataValue, 4, 75, 1.36179E-10, -1.33793E-10, 1.33793E-10, 1.36179E-10
DataValue, 4, 76, 1.35324E-10, -1.31933E-10, 1.31933E-10, 1.35324E-10
DataValue, 4, 77, 1.3424000000000002E-10, -1.3225400000000002E-10, 1.3225400000000002E-10, 1.3424000000000002E-10
DataValue, 4, 78, 1.3395700000000002E-10, -1.32048E-10, 1.32048E-10, 1.3395700000000002E-10
DataValue, 4, 79, 1.3335700000000002E-10, -1.3326100000000002E-10, 1.3326100000000002E-10, 1.3335700000000002E-10
DataValue, 4, 80, 1.32578E-10, -1.31717E-10, 1.31717E-10, 1.32578E-10
DataValue, 4, 81, 1.31927E-10, -1.3334500000000002E-10, 1.3334500000000002E-10, 1.31927E-10
DataValue, 4, 82, 1.3141000000000002E-10, -1.30637E-10, 1.30637E-10, 1.3141000000000002E-10
DataValue, 4, 83, 1.30462E-10, -1.3341700000000002E-10, 1.3341700000000002E-10, 1.30462E-10
DataValue, 4, 84, 1.30143E-10, -1.3248900000000002E-10, 1.3248900000000002E-10, 1.30143E-10
DataValue, 4, 85, 1.2961100000000001E-10, -1.28212E-10, 1.28212E-10, 1.2961100000000001E-10
DataValue, 4, 86, 1.28941E-10, -1.2923500000000002E-10, 1.2923500000000002E-10, 1.28941E-10
DataValue, 4, 87.000000000000014, 1.2827700000000002E-10, -1.2949400000000002E-10, 1.2949400000000002E-10, 1.2827700000000002E-10
DataValue, 4, 88.000000000000014, 1.27827E-10, -1.2695E-10, 1.2695E-10, 1.27827E-10
DataValue, 4, 89.000000000000014, 1.27429E-10, -1.2512E-10, 1.2512E-10, 1.27429E-10
DataValue, 4, 90.000000000000014, 1.2665200000000001E-10, -1.2202400000000002E-10, 1.2202400000000002E-10, 1.2665200000000001E-10
DataValue, 4, 91.000000000000014, 1.2599000000000002E-10, -1.2412700000000002E-10, 1.2412700000000002E-10, 1.2599000000000002E-10
DataValue, 4, 92.000000000000014, 1.25659E-10, -1.2554100000000002E-10, 1.2554100000000002E-10, 1.25659E-10
DataValue, 4, 93.000000000000014, 1.25313E-10, -1.25032E-10, 1.25032E-10, 1.25313E-10
DataValue, 4, 94.000000000000014, 1.24833E-10, -1.2261500000000002E-10, 1.2261500000000002E-10, 1.24833E-10
DataValue, 4, 95.000000000000014, 1.2428E-10, -1.2196100000000002E-10, 1.2196100000000002E-10, 1.2428E-10
DataValue, 4, 96.000000000000014, 1.23845E-10, -1.21878E-10, 1.21878E-10, 1.23845E-10
DataValue, 4, 97.000000000000014, 1.23282E-10, -1.25217E-10, 1.25217E-10, 1.23282E-10
DataValue, 4, 98.000000000000014, 1.2285000000000002E-10, -1.21951E-10, 1.21951E-10, 1.2285000000000002E-10
DataValue, 4, 99.000000000000014, 1.21992E-10, -1.22041E-10, 1.22041E-10, 1.21992E-10
DataValue, 4, 100.00000000000001, 1.21829E-10, -1.17571E-10, 1.17571E-10, 1.21829E-10
SetupTitle, I/V Sweep
PrimitiveTest, I/V Sweep
TestParameter, Context.MainFrame, 4155C
TestParameter, Channel.UnitType, SMU, SMU, SMU
TestParameter, Channel.Unit, Gate, Source, Drain
TestParameter, Channel.IName, Igate, Isource, Idrain
TestParameter, Channel.VName, Vgate, Vsource, Vdrain
TestParameter, Channel.Mode, V, V, V
TestParameter, Channel.Func, VAR1, CONST, CONST
TestParameter, Channel.Index, 
TestParameter, Channel.Time, 
TestParameter, Measurement.Port.Unit, Gate, Source, Drain
TestParameter, Measurement.Port.SeriesResistor, NONE, NONE, NONE
TestParameter, Measurement.Port.Filter, ON, ON, ON
TestParameter, Measurement.Primary.Locus, Double
TestParameter, Measurement.Primary.Scale, LINEAR
TestParameter, Measurement.Primary.Start, VgStart
TestParameter, Measurement.Primary.Stop, VgStop
TestParameter, Measurement.Primary.Step, VgStep
TestParameter, Measurement.Primary.Compliance, IdMax
TestParameter, Measurement.Primary.PowerCompliance, 0
TestParameter, Measurement.Aborting.Condition, CONTINUE AT ANY
TestParameter, Measurement.PostOutput.Value, START
TestParameter, Measurement.PostOutput.Retention, ON
TestParameter, Measurement.Bias.Source, VgStart, Vs, Vd
TestParameter, Measurement.Bias.Compliance, IdMax, IdMax, IdMax
TestParameter, Measurement.Monitor.Unit, SMU:=Gate, SMU:=Source, SMU:=Drain
TestParameter, Measurement.Monitor.Adc, HR ADC, HR ADC, HR ADC
TestParameter, Measurement.Monitor.RangingMode, LIMITED, LIMITED, LIMITED
TestParameter, Measurement.Monitor.RangeBoundary, 1nA, 1nA, 1nA
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 1
TestParameter, Measurement.Ag16440ASelector.SemiconductorRelay.Channel1, DEFAULT
TestParameter, Measurement.Ag16440ASelector.SemiconductorRelay.Channel3, DEFAULT
TestParameter, Function.User.Name, absIdrain, absIgate
TestParameter, Function.User.Unit, A, A
TestParameter, Function.User.Definition, abs(Idrain), abs(Igate)
TestParameter, Output.Graph.Enabled, true
